经度,纬度,年份,数目,地名,药物
-81.513,39.1806,2017,1,"Wood, West Virginia",Furanyl/3-Furanyl fentanyl
-84.7563,37.972,2017,8,"Woodford, Kentucky",Fentanyl
-84.7563,37.972,2017,1,"Woodford, Kentucky",Tramadol
-83.3836,40.95,2017,5,"Wyandot, Ohio",Buprenorphine
-76.0457,41.6119,2017,1,"Wyoming, Pennsylvania",Fluoroisobutyryl fentanyl
-76.0457,41.6119,2017,1,"Wyoming, Pennsylvania",Oxycodone
-81.192,36.8862,2017,16,"Wythe, Virginia",Oxycodone
-81.192,36.8862,2017,1,"Wythe, Virginia",Oxymorphone
-76.5841,39.9163,2017,2,"York, Pennsylvania",Hydromorphone
-76.5841,39.9163,2017,1,"York, Pennsylvania",Tetrahydrofuran fentanyl
-76.433,37.1982,2017,1,"York, Virginia",Codeine
-76.433,37.1982,2017,7,"York, Virginia",Furanyl fentanyl
-76.433,37.1982,2017,1,"York, Virginia",Morphine
-77.3107,40.7078,2017,22,"Snyder, Pennsylvania",Fentanyl
-77.3107,40.7078,2017,1,"Snyder, Pennsylvania",Furanyl fentanyl
-76.8978,36.9052,2017,7,"Southampton, Virginia",Fentanyl
-76.8978,36.9052,2017,9,"Southampton, Virginia",Heroin
-77.4655,38.3319,2017,2,"Stafford, Virginia",Acetyl fentanyl
-77.4655,38.3319,2017,3,"Stafford, Virginia",Carfentanil
-77.4655,38.3319,2017,182,"Stafford, Virginia",Heroin
-77.4655,38.3319,2017,34,"Stafford, Virginia",Oxycodone
-77.4655,38.3319,2017,4,"Stafford, Virginia",U-47700
-81.4165,40.8159,2017,200,"Stark, Ohio",Carfentanil
-81.4165,40.8159,2017,93,"Stark, Ohio",Oxycodone
-81.4165,40.8159,2017,1,"Stark, Ohio",Oxymorphone
-81.4165,40.8159,2017,5,"Stark, Ohio",Thebaine
-76.6847,36.5882,2017,4,"Suffolk (city), Virginia",Fentanyl
-76.6847,36.5882,2017,5,"Suffolk (city), Virginia",Heroin
-81.5219,41.0802,2017,226,"Summit, Ohio",Carfentanil
-81.5219,41.0802,2017,3,"Summit, Ohio",Fluoroisobutyryl fentanyl
-81.5219,41.0802,2017,133,"Summit, Ohio",Oxycodone
-77.2875,36.8457,2017,5,"Sussex, Virginia",Fentanyl
-85.3689,37.4256,2017,12,"Taylor, Kentucky",Fentanyl
-85.3689,37.4256,2017,15,"Taylor, Kentucky",Heroin
-77.069,41.6795,2017,5,"Tioga, Pennsylvania",Fentanyl
-77.069,41.6795,2017,1,"Tioga, Pennsylvania",Hydrocodone
-87.709,36.9551,2017,1,"Trigg, Kentucky",Heroin
-87.709,36.9551,2017,1,"Trigg, Kentucky",Oxycodone
-85.3174,38.5955,2017,2,"Trimble, Kentucky",Oxycodone
-80.6656,41.462,2017,5,"Trumbull, Ohio",Codeine
-81.495,40.5609,2017,29,"Tuscarawas, Ohio",Heroin
-81.495,40.5609,2017,1,"Tuscarawas, Ohio",U-47700
-83.2628,40.3533,2017,2,"Union, Ohio",Morphine
-77.1564,40.9002,2017,1,"Union, Pennsylvania",Furanyl fentanyl
-84.7746,40.8006,2017,18,"Van Wert, Ohio",Fentanyl
-79.8736,41.4998,2017,1,"Venango, Pennsylvania",4-Fluoroisobutyryl fentanyl
-79.8736,41.4998,2017,17,"Venango, Pennsylvania",Buprenorphine
-79.8736,41.4998,2017,1,"Venango, Pennsylvania",Codeine
-79.8736,41.4998,2017,4,"Venango, Pennsylvania",Hydrocodone
-79.8736,41.4998,2017,1,"Venango, Pennsylvania",Tramadol
-76.0435,36.7335,2017,3,"Virginia Beach (city), Virginia",Oxycodone
-86.4371,36.9725,2017,8,"Warren, Kentucky",Oxycodone
-84.1236,39.3496,2017,2,"Warren, Ohio",4-Fluoroisobutyryl fentanyl
-84.1236,39.3496,2017,25,"Warren, Ohio",Acryl fentanyl
-84.1236,39.3496,2017,29,"Warren, Ohio",Buprenorphine
-84.1236,39.3496,2017,2,"Warren, Ohio",Codeine
-84.1236,39.3496,2017,26,"Warren, Ohio",Hydrocodone
-84.1236,39.3496,2017,4,"Warren, Ohio",Morphine
-81.4562,39.6314,2017,1,"Washington, Ohio",Methoxyacetyl fentanyl
-81.4562,39.6314,2017,14,"Washington, Ohio",Oxycodone
-80.4091,40.3264,2017,3,"Washington, Pennsylvania",4-Fluoroisobutyryl fentanyl
-80.4091,40.3264,2017,17,"Washington, Pennsylvania",Buprenorphine
-80.4091,40.3264,2017,1,"Washington, Pennsylvania",Morphine
-81.6382,36.666,2017,43,"Washington, Virginia",Buprenorphine
-81.6382,36.666,2017,28,"Washington, Virginia",Hydrocodone
-84.8506,36.8404,2017,17,"Wayne, Kentucky",Buprenorphine
-84.8506,36.8404,2017,5,"Wayne, Kentucky",Morphine
-81.9948,40.9864,2017,2,"Wayne, Ohio",Butyryl fentanyl
-75.2731,41.3957,2017,2,"Wayne, Pennsylvania",Fentanyl
-75.2731,41.3957,2017,8,"Wayne, Pennsylvania",Heroin
-79.677,40.3312,2017,8,"Westmoreland, Pennsylvania",Butyryl fentanyl
-76.8229,38.0941,2017,1,"Westmoreland, Virginia",Hydromorphone
-84.1004,36.9321,2017,11,"Whitley, Kentucky",Oxycodone
-84.1004,36.9321,2017,6,"Whitley, Kentucky",Oxymorphone
-83.5166,37.8301,2017,1,"Wolfe, Kentucky",Buprenorphine
-83.5166,37.8301,2017,1,"Wolfe, Kentucky",Hydrocodone
-83.5166,37.8301,2017,1,"Wolfe, Kentucky",Morphine
-81.513,39.1806,2017,3,"Wood, West Virginia",Isobutyryl fentanyl
-83.3836,40.95,2017,2,"Wyandot, Ohio",Tramadol
-81.192,36.8862,2017,4,"Wythe, Virginia",Hydromorphone
-76.5841,39.9163,2017,1,"York, Pennsylvania",Cyclopropyl fentanyl
-76.5841,39.9163,2017,309,"York, Pennsylvania",Fentanyl
-76.5841,39.9163,2017,599,"York, Pennsylvania",Heroin
-76.5841,39.9163,2017,2,"York, Pennsylvania",U-47700
-81.0354,39.8489,2017,2,"Monroe, Ohio",Carfentanil
-75.418,41.177,2017,2,"Monroe, Pennsylvania",Furanyl fentanyl
-83.8925,37.997,2017,1,"Montgomery, Kentucky",Fluoroisobutyryl fentanyl
-83.8925,37.997,2017,44,"Montgomery, Kentucky",Heroin
-83.8925,37.997,2017,21,"Montgomery, Kentucky",Oxycodone
-84.3165,39.7927,2017,23,"Montgomery, Ohio",4-Fluoroisobutyryl fentanyl
-84.3165,39.7927,2017,8,"Montgomery, Ohio",Codeine
-84.3165,39.7927,2017,8,"Montgomery, Ohio",Methoxyacetyl fentanyl
-84.3165,39.7927,2017,4,"Montgomery, Ohio",Oxymorphone
-75.2744,40.2111,2017,1,"Montgomery, Pennsylvania",Methadone
-80.4405,37.0675,2017,4,"Montgomery, Virginia",Furanyl fentanyl
-83.0488,37.9734,2017,1,"Morgan, Kentucky",Hydrocodone
-81.9154,39.7373,2017,1,"Morgan, Ohio",Carfentanil
-81.9154,39.7373,2017,1,"Morgan, Ohio",Fentanyl
-78.4553,39.5313,2017,1,"Morgan, West Virginia",Buprenorphine
-85.2196,37.8996,2017,50,"Nelson, Kentucky",Heroin
-76.5185,37.1052,2017,1,"Newport News (city), Virginia",Morphine
-83.8866,38.302,2017,2,"Nicholas, Kentucky",Heroin
-83.8866,38.302,2017,6,"Nicholas, Kentucky",Oxycodone
-80.8512,38.2001,2017,4,"Nicholas, West Virginia",Oxycodone
-80.8512,38.2001,2017,1,"Nicholas, West Virginia",Oxymorphone
-76.259,36.8945,2017,3,"Norfolk (city), Virginia",Oxycodone
-75.2024,40.6295,2017,2,"Northampton, Pennsylvania",Tramadol
-78.1125,38.2484,2017,12,"Orange, Virginia",Fentanyl
-78.1125,38.2484,2017,1,"Orange, Virginia",Tramadol
-82.8369,41.5853,2017,1,"Ottawa, Ohio",Codeine
-82.8369,41.5853,2017,3,"Ottawa, Ohio",Hydrocodone
-78.4545,38.6653,2017,4,"Page, Virginia",Heroin
-78.4545,38.6653,2017,9,"Page, Virginia",Methadone
-80.3578,36.7168,2017,1,"Patrick, Virginia",Buprenorphine
-84.7378,41.1798,2017,3,"Paulding, Ohio",Hydrocodone
-84.7378,41.1798,2017,1,"Paulding, Ohio",Tramadol
-84.3311,38.6708,2017,13,"Pendleton, Kentucky",Heroin
-83.2752,37.2245,2017,1,"Perry, Kentucky",Fentanyl
-82.4271,39.921,2017,11,"Perry, Ohio",Heroin
-77.0278,40.3951,2017,10,"Perry, Pennsylvania",Fentanyl
-77.3914,37.2042,2017,1,"Petersburg (city), Virginia",Oxycodone
-75.134,40.0076,2017,2,"Philadelphia, Pennsylvania",Oxymorphone
-82.0632,37.4807,2017,10,"Pike, Kentucky",Oxycodone
-82.0632,37.4807,2017,8,"Pike, Kentucky",Oxymorphone
-79.4196,36.6716,2017,19,"Pittsylvania, Virginia",Buprenorphine
-80.0915,38.2746,2017,10,"Pocahontas, West Virginia",Buprenorphine
-81.0501,41.0245,2017,7,"Portage, Ohio",Hydrocodone
-81.0501,41.0245,2017,29,"Portage, Ohio",Oxycodone
-81.0501,41.0245,2017,1,"Portage, Ohio",Oxymorphone
-76.354,36.8468,2017,11,"Portsmouth (city), Virginia",Fentanyl
-76.354,36.8468,2017,1,"Portsmouth (city), Virginia",Hydrocodone
-78.0205,41.9207,2017,1,"Potter, Pennsylvania",Butyryl fentanyl
-78.0205,41.9207,2017,3,"Potter, Pennsylvania",Oxycodone
-83.9691,37.9059,2017,1,"Powell, Kentucky",Cyclopropyl fentanyl
-83.9691,37.9059,2017,3,"Powell, Kentucky",Fentanyl
-77.9267,37.5427,2017,5,"Powhatan, Virginia",Fentanyl
-77.9267,37.5427,2017,1,"Powhatan, Virginia",Tramadol
-84.7133,39.7917,2017,3,"Preble, Ohio",Oxycodone
-77.2604,38.6823,2017,3,"Prince William, Virginia",4-Fluoroisobutyryl fentanyl
-77.2604,38.6823,2017,7,"Prince William, Virginia",Heroin
-77.2604,38.6823,2017,9,"Prince William, Virginia",Fentanyl
-77.2604,38.6823,2017,3,"Prince William, Virginia",Hydrocodone
-77.2604,38.6823,2017,75,"Prince William, Virginia",Oxycodone
-77.2604,38.6823,2017,5,"Prince William, Virginia",Oxymorphone
-84.6329,37.1745,2017,33,"Pulaski, Kentucky",Oxycodone
-79.8967,38.7968,2017,1,"Randolph, West Virginia",Buprenorphine
-78.2322,38.6562,2017,1,"Rappahannock, Virginia",Furanyl fentanyl
-82.4502,40.9345,2017,123,"Richland, Ohio",Heroin
-79.8886,37.2747,2017,2,"Roanoke, Virginia",Cyclopropyl fentanyl
-79.8886,37.2747,2017,100,"Roanoke, Virginia",Heroin
-79.5431,37.6301,2017,3,"Rockbridge, Virginia",Buprenorphine
-79.5431,37.6301,2017,6,"Rockbridge, Virginia",Morphine
-84.4144,37.4027,2017,19,"Rockcastle, Kentucky",Oxycodone
-78.9061,38.6601,2017,1,"Rockingham, Virginia",4-Fluoroisobutyryl fentanyl
-78.9061,38.6601,2017,37,"Rockingham, Virginia",Heroin
-78.9061,38.6601,2017,2,"Rockingham, Virginia",Methadone
-83.1842,39.4069,2017,1,"Ross, Ohio",Methoxyacetyl fentanyl
-83.3185,38.2529,2017,13,"Rowan, Kentucky",Heroin
-83.3185,38.2529,2017,1,"Rowan, Kentucky",Methadone
-80.0554,37.2864,2017,1,"Salem (city), Virginia",Tramadol
-83.3218,41.388,2017,1,"Sandusky, Ohio",Acetyl fentanyl
-76.235,40.8565,2017,102,"Schuylkill, Pennsylvania",Fentanyl
-76.235,40.8565,2017,1,"Schuylkill, Pennsylvania",Hydromorphone
-82.842,38.7383,2017,27,"Scioto, Ohio",Buprenorphine
-82.842,38.7383,2017,1,"Scioto, Ohio",Butyryl fentanyl
-82.842,38.7383,2017,2,"Scioto, Ohio",Morphine
-82.7962,36.7196,2017,44,"Scott, Virginia",Buprenorphine
-83.3285,41.2162,2017,22,"Seneca, Ohio",Fentanyl
-83.3285,41.2162,2017,5,"Seneca, Ohio",Hydrocodone
-83.3285,41.2162,2017,1,"Seneca, Ohio",Tramadol
-85.0744,38.137,2017,23,"Shelby, Kentucky",Fentanyl
-84.2597,40.4389,2017,36,"Shelby, Ohio",Heroin
-78.3681,39.0551,2017,1,"Shenandoah, Virginia",Acryl fentanyl
-77.3107,40.7078,2017,1,"Snyder, Pennsylvania",Acetyl fentanyl
-78.772,39.9834,2017,10,"Somerset, Pennsylvania",Buprenorphine
-78.772,39.9834,2017,2,"Somerset, Pennsylvania",Butyryl fentanyl
-76.8978,36.9052,2017,1,"Southampton, Virginia",Tramadol
-77.5885,38.1982,2017,12,"Spotsylvania, Virginia",Buprenorphine
-77.5885,38.1982,2017,1,"Spotsylvania, Virginia",Morphine
-81.4165,40.8159,2017,4,"Stark, Ohio",Butyryl fentanyl
-76.6847,36.5882,2017,1,"Suffolk (city), Virginia",4-Fluoroisobutyryl fentanyl
-76.235,40.8565,2017,1,"Schuylkill, Pennsylvania",Butyryl fentanyl
-82.842,38.7383,2017,11,"Scioto, Ohio",Acryl fentanyl
-84.4699,38.2204,2017,26,"Scott, Kentucky",Fentanyl
-84.4699,38.2204,2017,36,"Scott, Kentucky",Heroin
-84.4699,38.2204,2017,1,"Scott, Kentucky",U-47700
-82.7962,36.7196,2017,33,"Scott, Virginia",Oxycodone
-82.7962,36.7196,2017,2,"Scott, Virginia",Oxymorphone
-77.3107,40.7078,2017,2,"Snyder, Pennsylvania",Hydrocodone
-77.3107,40.7078,2017,2,"Snyder, Pennsylvania",Methoxyacetyl fentanyl
-78.772,39.9834,2017,1,"Somerset, Pennsylvania",Acryl fentanyl
-77.5885,38.1982,2017,2,"Spotsylvania, Virginia",Hydromorphone
-77.4655,38.3319,2017,2,"Stafford, Virginia",ANPP
-77.4655,38.3319,2017,1,"Stafford, Virginia",Butyryl fentanyl
-77.4655,38.3319,2017,3,"Stafford, Virginia",Tramadol
-81.4165,40.8159,2017,256,"Stark, Ohio",Fentanyl
-81.4165,40.8159,2017,256,"Stark, Ohio",Heroin
-81.4165,40.8159,2017,5,"Stark, Ohio",Methadone
-81.4165,40.8159,2017,16,"Stark, Ohio",Tramadol
-81.4165,40.8159,2017,61,"Stark, Ohio",U-47700
-81.5219,41.0802,2017,3,"Summit, Ohio",Butyryl fentanyl
-81.5219,41.0802,2017,4,"Summit, Ohio",Methadone
-77.2875,36.8457,2017,1,"Sussex, Virginia",Furanyl fentanyl
-77.2875,36.8457,2017,2,"Sussex, Virginia",Oxycodone
-85.3689,37.4256,2017,1,"Taylor, Kentucky",Oxycodone
-81.6387,37.1909,2017,24,"Tazewell, Virginia",Hydromorphone
-85.3174,38.5955,2017,2,"Trimble, Kentucky",Heroin
-81.495,40.5609,2017,2,"Tuscarawas, Ohio",Butyryl fentanyl
-83.2628,40.3533,2017,3,"Union, Ohio",Acryl fentanyl
-77.1564,40.9002,2017,3,"Union, Pennsylvania",Tramadol
-80.2279,38.9927,2017,1,"Upshur, West Virginia",Buprenorphine
-84.7746,40.8006,2017,1,"Van Wert, Ohio",Acetyl fentanyl
-84.7746,40.8006,2017,4,"Van Wert, Ohio",Oxycodone
-76.0435,36.7335,2017,3,"Virginia Beach (city), Virginia",Methadone
-86.4371,36.9725,2017,1,"Warren, Kentucky",Heroin
-86.4371,36.9725,2017,1,"Warren, Kentucky",Methadone
-84.1236,39.3496,2017,18,"Warren, Ohio",Furanyl fentanyl
-81.4562,39.6314,2017,37,"Washington, Ohio",Fentanyl
-81.4562,39.6314,2017,73,"Washington, Ohio",Heroin
-81.4562,39.6314,2017,1,"Washington, Ohio",Methadone
-84.8506,36.8404,2017,3,"Wayne, Kentucky",Fentanyl
-84.8506,36.8404,2017,8,"Wayne, Kentucky",Heroin
-75.2731,41.3957,2017,3,"Wayne, Pennsylvania",Oxycodone
-78.9012,38.0673,2017,1,"Waynesboro (city), Virginia",Codeine
-84.1004,36.9321,2017,6,"Whitley, Kentucky",Hydrocodone
-83.4363,41.3236,2017,1,"Wood, Ohio",Carfentanil
-83.4363,41.3236,2017,42,"Wood, Ohio",Fentanyl
-83.4363,41.3236,2017,43,"Wood, Ohio",Heroin
-83.4363,41.3236,2017,6,"Wood, Ohio",U-47700
-81.513,39.1806,2017,3,"Wood, West Virginia",Butyryl fentanyl
-83.3836,40.95,2017,11,"Wyandot, Ohio",Heroin
-83.3836,40.95,2017,29,"Wyandot, Ohio",Oxycodone
-83.3836,40.95,2017,1,"Wyandot, Ohio",U-47700
-76.0457,41.6119,2017,1,"Wyoming, Pennsylvania",Buprenorphine
-81.192,36.8862,2017,1,"Wythe, Virginia",4-Fluoroisobutyryl fentanyl
-81.192,36.8862,2017,8,"Wythe, Virginia",Morphine
-76.5841,39.9163,2017,12,"York, Pennsylvania",Acetyl fentanyl
-76.5841,39.9163,2017,1,"York, Pennsylvania",Methoxyacetyl fentanyl
-76.5841,39.9163,2017,5,"York, Pennsylvania",Oxymorphone
-76.5841,39.9163,2017,22,"York, Pennsylvania",Tramadol
-76.433,37.1982,2017,3,"York, Virginia",U-47700
-76.6625,37.9501,2017,57,"Richmond, Virginia",Heroin
-81.3531,38.8025,2017,1,"Roane, West Virginia",Oxycodone
-79.8886,37.2747,2017,33,"Roanoke, Virginia",Fentanyl
-79.8886,37.2747,2017,3,"Roanoke, Virginia",Morphine
-79.5431,37.6301,2017,12,"Rockbridge, Virginia",Hydrocodone
-84.4144,37.4027,2017,1,"Rockcastle, Kentucky",Tramadol
-78.9061,38.6601,2017,4,"Rockingham, Virginia",Hydromorphone
-78.9061,38.6601,2017,1,"Rockingham, Virginia",Morphine
-83.1842,39.4069,2017,22,"Ross, Ohio",Buprenorphine
-83.1842,39.4069,2017,1,"Ross, Ohio",Butyryl fentanyl
-83.1842,39.4069,2017,1,"Ross, Ohio",U-47700
-83.3185,38.2529,2017,1,"Rowan, Kentucky",Carfentanil
-85.0683,36.995,2017,4,"Russell, Kentucky",Hydrocodone
-85.0683,36.995,2017,3,"Russell, Kentucky",Oxycodone
-83.3218,41.388,2017,33,"Sandusky, Ohio",Oxycodone
-76.235,40.8565,2017,33,"Schuylkill, Pennsylvania",Oxycodone
-76.235,40.8565,2017,2,"Schuylkill, Pennsylvania",Oxymorphone
-82.842,38.7383,2017,4,"Scioto, Ohio",Furanyl fentanyl
-84.4699,38.2204,2017,1,"Scott, Kentucky",Buprenorphine
-83.3285,41.2162,2017,35,"Seneca, Ohio",Oxycodone
-85.0744,38.137,2017,32,"Shelby, Kentucky",Heroin
-84.2597,40.4389,2017,26,"Shelby, Ohio",Acryl fentanyl
-84.2597,40.4389,2017,60,"Shelby, Ohio",Fentanyl
-84.2597,40.4389,2017,2,"Shelby, Ohio",Morphine
-78.3681,39.0551,2017,25,"Shenandoah, Virginia",Fentanyl
-78.3681,39.0551,2017,3,"Shenandoah, Virginia",Hydromorphone
-78.3681,39.0551,2017,1,"Shenandoah, Virginia",Methadone
-86.7347,36.7509,2017,2,"Simpson, Kentucky",Heroin
-81.5927,36.7929,2017,33,"Smyth, Virginia",Oxycodone
-81.5927,36.7929,2017,1,"Smyth, Virginia",Oxymorphone
-77.3107,40.7078,2017,5,"Snyder, Pennsylvania",Oxycodone
-78.772,39.9834,2017,1,"Somerset, Pennsylvania",Furanyl fentanyl
-77.5885,38.1982,2017,10,"Spotsylvania, Virginia",4-Fluoroisobutyryl fentanyl
-77.5885,38.1982,2017,5,"Spotsylvania, Virginia",Hydrocodone
-77.5885,38.1982,2017,5,"Spotsylvania, Virginia",Methadone
-77.5885,38.1982,2017,2,"Spotsylvania, Virginia",Methoxyacetyl fentanyl
-77.4655,38.3319,2017,67,"Stafford, Virginia",Fentanyl
-77.4655,38.3319,2017,7,"Stafford, Virginia",Hydromorphone
-77.4655,38.3319,2017,8,"Stafford, Virginia",Methadone
-81.4165,40.8159,2017,14,"Stark, Ohio",Codeine
-81.4165,40.8159,2017,89,"Stark, Ohio",Furanyl fentanyl
-81.5219,41.0802,2017,12,"Summit, Ohio",Acetyl fentanyl
-81.5219,41.0802,2017,22,"Summit, Ohio",ANPP
-81.5219,41.0802,2017,231,"Summit, Ohio",Fentanyl
-81.5219,41.0802,2017,4,"Summit, Ohio",Hydromorphone
-81.5219,41.0802,2017,12,"Summit, Ohio",Morphine
-81.5219,41.0802,2017,29,"Summit, Ohio",Tramadol
-75.8762,41.8332,2017,84,"Susquehanna, Pennsylvania",Heroin
-85.3689,37.4256,2017,1,"Taylor, Kentucky",Acryl fentanyl
-81.6387,37.1909,2017,148,"Tazewell, Virginia",Buprenorphine
-80.6656,41.462,2017,74,"Trumbull, Ohio",Carfentanil
-80.6656,41.462,2017,36,"Trumbull, Ohio",U-47700
-79.6455,39.0813,2017,1,"Tucker, West Virginia",Hydrocodone
-81.495,40.5609,2017,13,"Tuscarawas, Ohio",Oxycodone
-83.2628,40.3533,2017,1,"Union, Ohio",3-Methylfentanyl
-83.2628,40.3533,2017,4,"Union, Ohio",Carfentanil
-84.7746,40.8006,2017,1,"Van Wert, Ohio",Cyclopropyl fentanyl
-84.7746,40.8006,2017,16,"Van Wert, Ohio",Heroin
-84.7746,40.8006,2017,3,"Van Wert, Ohio",Hydrocodone
-79.8736,41.4998,2017,10,"Venango, Pennsylvania",Oxycodone
-82.5243,39.1591,2017,3,"Vinton, Ohio",Oxycodone
-82.5243,39.1591,2017,1,"Vinton, Ohio",Oxymorphone
-76.0435,36.7335,2017,3,"Virginia Beach (city), Virginia",4-Fluoroisobutyryl fentanyl
-76.0435,36.7335,2017,14,"Virginia Beach (city), Virginia",Heroin
-86.4371,36.9725,2017,1,"Warren, Kentucky",Buprenorphine
-84.1236,39.3496,2017,91,"Warren, Ohio",Heroin
-84.1236,39.3496,2017,1,"Warren, Ohio",Methoxyacetyl fentanyl
-78.1033,38.9231,2017,16,"Warren, Virginia",Fentanyl
-78.1033,38.9231,2017,19,"Warren, Virginia",Hydromorphone
-81.4562,39.6314,2017,21,"Washington, Ohio",Hydrocodone
-81.4562,39.6314,2017,6,"Washington, Ohio",Tramadol
-81.6382,36.666,2017,3,"Washington, Virginia",Morphine
-81.6382,36.666,2017,3,"Washington, Virginia",Oxymorphone
-84.8506,36.8404,2017,30,"Wayne, Kentucky",Hydrocodone
-84.8506,36.8404,2017,31,"Wayne, Kentucky",Oxycodone
-84.8506,36.8404,2017,1,"Wayne, Kentucky",Oxymorphone
-81.9948,40.9864,2017,1,"Wayne, Ohio",Fluoroisobutyryl fentanyl
-81.9948,40.9864,2017,15,"Wayne, Ohio",Oxycodone
-82.4415,38.2254,2017,8,"Wayne, West Virginia",Oxycodone
-78.9012,38.0673,2017,3,"Waynesboro (city), Virginia",Oxycodone
-87.7342,37.4662,2017,1,"Webster, Kentucky",Heroin
-79.677,40.3312,2017,9,"Westmoreland, Pennsylvania",4-Fluoroisobutyryl fentanyl
-79.677,40.3312,2017,2,"Westmoreland, Pennsylvania",Codeine
-79.677,40.3312,2017,158,"Westmoreland, Pennsylvania",Heroin
-76.8229,38.0941,2017,23,"Westmoreland, Virginia",Heroin
-84.1004,36.9321,2017,1,"Whitley, Kentucky",Heroin
-84.1004,36.9321,2017,2,"Whitley, Kentucky",Methadone
-76.7075,37.2691,2017,1,"Williamsburg (city), Virginia",Hydrocodone
-78.1745,39.1734,2017,1,"Winchester (city), Virginia",4-Fluoroisobutyryl fentanyl
-78.1745,39.1734,2017,8,"Winchester (city), Virginia",Heroin
-83.5166,37.8301,2017,6,"Wolfe, Kentucky",Oxycodone
-81.513,39.1806,2017,144,"Wood, West Virginia",Heroin
-84.7563,37.972,2017,9,"Woodford, Kentucky",Hydrocodone
-84.7563,37.972,2017,8,"Woodford, Kentucky",Oxycodone
-76.0457,41.6119,2017,4,"Wyoming, Pennsylvania",Fentanyl
-76.5841,39.9163,2017,15,"York, Pennsylvania",Hydrocodone
-76.5841,39.9163,2017,73,"York, Pennsylvania",Oxycodone
-75.8214,41.3338,2017,2,"Luzerne, Pennsylvania",U-48800
-76.9455,41.3265,2017,5,"Lycoming, Pennsylvania",Hydrocodone
-76.9455,41.3265,2017,10,"Lycoming, Pennsylvania",Tramadol
-79.1911,37.4004,2017,1,"Lynchburg (city), Virginia",Cyclopropyl fentanyl
-84.2928,37.724,2017,2,"Madison, Kentucky",Codeine
-84.2928,37.724,2017,15,"Madison, Kentucky",Furanyl fentanyl
-83.2993,39.9487,2017,5,"Madison, Ohio",Buprenorphine
-78.3261,38.4879,2017,1,"Madison, Virginia",Oxycodone
-83.1516,37.7015,2017,2,"Magoffin, Kentucky",Heroin
-81.0231,40.9207,2017,1,"Mahoning, Ohio",4-Fluoroisobutyryl fentanyl
-81.0231,40.9207,2017,211,"Mahoning, Ohio",Heroin
-81.0231,40.9207,2017,66,"Mahoning, Ohio",Oxycodone
-81.0231,40.9207,2017,1,"Mahoning, Ohio",Propoxyphene
-85.2625,37.5156,2017,12,"Marion, Kentucky",Heroin
-83.2077,40.5321,2017,2,"Marion, Ohio",Acetyl fentanyl
-83.2077,40.5321,2017,57,"Marion, Ohio",Fentanyl
-83.2077,40.5321,2017,5,"Marion, Ohio",Morphine
-80.7335,39.9854,2017,13,"Marshall, West Virginia",Buprenorphine
-82.4223,37.8416,2017,11,"Martin, Kentucky",Heroin
-83.9191,38.7054,2017,2,"Mason, Kentucky",U-47700
-88.612,36.9728,2017,5,"McCracken, Kentucky",Fentanyl
-88.612,36.9728,2017,1,"McCracken, Kentucky",Hydromorphone
-88.612,36.9728,2017,2,"McCracken, Kentucky",Morphine
-78.66,41.8694,2017,6,"McKean, Pennsylvania",Heroin
-78.66,41.8694,2017,1,"McKean, Pennsylvania",Hydrocodone
-78.66,41.8694,2017,2,"McKean, Pennsylvania",Oxycodone
-78.3908,36.666,2017,1,"Mecklenburg, Virginia",Buprenorphine
-82.0122,41.0348,2017,1,"Medina, Ohio",Codeine
-82.0122,41.0348,2017,3,"Medina, Ohio",Phenyl fentanyl
-84.7761,40.4113,2017,2,"Mercer, Ohio",U-47700
-80.0893,41.1572,2017,50,"Mercer, Pennsylvania",Heroin
-80.964,37.4362,2017,3,"Mercer, West Virginia",Morphine
-84.4084,39.9951,2017,2,"Miami, Ohio",ANPP
-84.4084,39.9951,2017,56,"Miami, Ohio",Carfentanil
-84.4084,39.9951,2017,1,"Miami, Ohio",U-47700
-77.8141,40.5331,2017,13,"Mifflin, Pennsylvania",Buprenorphine
-78.9223,39.337,2017,1,"Mineral, West Virginia",4-Fluoroisobutyryl fentanyl
-78.9223,39.337,2017,15,"Mineral, West Virginia",Heroin
-85.6927,36.7012,2017,1,"Monroe, Kentucky",Fentanyl
-81.0354,39.8489,2017,1,"Monroe, Ohio",4-Fluoroisobutyryl fentanyl
-81.0354,39.8489,2017,6,"Monroe, Ohio",Heroin
-81.0354,39.8489,2017,8,"Monroe, Ohio",Hydrocodone
-75.418,41.177,2017,1,"Monroe, Pennsylvania",Fluoroisobutyryl fentanyl
-83.8925,37.997,2017,4,"Montgomery, Kentucky",ANPP
-83.8925,37.997,2017,10,"Montgomery, Kentucky",Carfentanil
-83.8925,37.997,2017,33,"Montgomery, Kentucky",Fentanyl
-83.8925,37.997,2017,1,"Montgomery, Kentucky",Tramadol
-84.3165,39.7927,2017,102,"Montgomery, Ohio",Buprenorphine
-84.3165,39.7927,2017,4,"Montgomery, Ohio",U-47700
-84.3165,39.7927,2017,2,"Montgomery, Ohio",U-48800
-75.2744,40.2111,2017,3,"Montgomery, Pennsylvania",Buprenorphine
-80.4405,37.0675,2017,54,"Montgomery, Virginia",Buprenorphine
-80.4405,37.0675,2017,1,"Montgomery, Virginia",Meperidine
-80.4405,37.0675,2017,5,"Montgomery, Virginia",U-47700
